name,user rating,user review,is_valid,negative,neutral,positive,compound
Beauty and the Beast,5.0,"'Stockholm syndrome this,' 'stockholm syndrome that.' How bout you stock up on four dozen eggs every morning to help you get large",True,0.0,0.886,0.114,0.4019
Whisper of the Heart,5.0,Straight up religious experience seeing this on the big screen. When Seiji picked up his violin it was more hype than Cap picking up Thor's hammer,True,0.0,0.929,0.071,0.2263
Hamnet,3.5,Stunning performance from de-aged Hayden Christensen at the end as Hamlet,True,0.0,0.794,0.206,0.3818
WALL·E,4.5,"Stunning. Way better for me as an adult than it was as a kid. The fact that Wall-E barely talks and yet manages to be one of the most well-realized and charming characters in animated history speaks volumes. The environmental message is well handled, the romance is believable. The weak villain is really the only thing holding this back from a perfect score.",True,0.081,0.684,0.236,0.9093
The Pickle Recipe,2.5,Succession for pickle lovers,True,0.0,0.278,0.722,0.6369
Bee Movie,2.5,"Such a bizarre movie conceptually, but it's kinda boring in its execution. The plot is haphazard but it's not Shark Tale levels of hilariously incompetent so there's not a ton of ironic enjoyment to be had. Patrick Warburton is the best part but that goes without saying",True,0.163,0.664,0.173,0.5632
The Shape of Water,3.0,"Such a strong year for movies, such a forgettable Best Picture winner. The direction and score are fantastic; Del Toro and Desplat definitely earned those Oscars, but the story is largely uninteresting and the slow pace doesn't help matters. Michael Shannon's character is kind of a joke and not really intimidating, and even though I love weird stuff in movies I draw the line at fish sex. Oh, and that scene in the movie theatre? Painfully pandering. You're better than that, Guillermo.",True,0.1,0.646,0.254,0.948
The Tune,3.5,Super fun and silly with inventive animation and pretty good songs! Every scene also goes on 5 minutes longer than it needs to!,True,0.0,0.546,0.454,0.9323
Whiplash,4.0,"Surprised I never checked this out before, it's a neat little watch! It's cool to see this prototype version of a scene from the film that surprisingly has most of the same dialogue intact. It also made me appreciate the lighting, editing, and especially Miles Teller's performance in the film even more cause this kid...ain't that great",True,0.049,0.744,0.207,0.8241
Shaun of the Dead,4.0,"Surprisingly works better for me from a dramatic standpoint than a comedic one. It's still really funny, but I'm also incredibly invested in Shaun trying to repair and come to grips with his relationships in the midst of a zombie apocalypse. Tons of stellar scenes and impeccable direction make this a blast to revisit.",True,0.0,0.87,0.13,0.6701
Suzume,3.5,"Suzume runtime: 123 minutes
Suzume runtime if the cat wasn't a little shit: 10 minutes",True,0.0,0.838,0.162,0.4033
Z-O-M-B-I-E-S 3,2.5,'Take us to your leader. Your CHEERleader' gotta be one of the top 10 best lines in fiction,True,0.0,0.655,0.345,0.7845
Song of the Sea,4.0,Tale of the Princess Kaguya (Good Ending),True,0.0,0.674,0.326,0.4404
Challengers,4.5,Tashi's kid looks to be a little under 8 years old. Interesting,True,0.0,0.803,0.197,0.4019
The Naked Gun: From the Files of Police Squad!,4.0,That guy who played Nordberg is going places,True,0.0,0.745,0.255,0.34
Borat Subsequent Moviefilm,4.0,"THAT LAST TWIST THO HOLY FUCK
Not quite as hysterical as the first, but it makes up for that by being actually kinda solid emotionally? And the fact that this storyline was constructed in real time during the pandemic is actually kind of mind-blowing. It's just so nice to get a belated sequel that works as a perfect continuation and companion piece to the original for a change.",True,0.033,0.774,0.194,0.9171
Big Hero 6,2.5,"THAT WAS HIS MISTAKE
If it wasn't for Baymax this movie would legitimately bore me out of my mind. It's really lame as a superhero movie and a Disney movie, and I hate T.J. Miller in this sooooooo much. But y'know it's not awful or anything. Just...10 years behind the curve. Actually, scratch that, Pixar made The Incredibles 10 years before this came out so it's more like 15 or 20 years behind.",True,0.097,0.814,0.089,0.3274
Sing Sing,4.5,THAT'S RIGHT BABY THEATRE IS FUCKING LIFE CHANGING I WILL SCREAM IT TO THE ROOFTOPS IF I HAVE TO WOOOOO I LOVE THEATRE,True,0.097,0.753,0.151,0.3612
The Bad Guys,2.5,The animation was very good!!,True,0.0,0.514,0.486,0.5827
Bubble,2.5,"The animation was very good!!
...I liked The Bad Guys a little better if that helps you sleep at night",True,0.115,0.491,0.394,0.82
Gremlins 2: The New Batch,4.0,The Babe Pig in the City of the Gremlins Cinematic Universe. Except better somehow,True,0.0,0.818,0.182,0.4404
Thor: Love and Thunder,2.5,The best and most visually interesting part of the movie was the different fonts they used for the credits,True,0.0,0.623,0.377,0.8651
Puss in Boots: The Last Wish,4.5,The best animated movie of 2022 and it aint even close,True,0.0,0.704,0.296,0.6369
Iron Man 3,4.0,The best Iron Man movie. Y'all just hate fun.,True,0.215,0.349,0.436,0.5859
Uncut Gems,4.5,The best live-action Shark Tale remake I could ask for,True,0.0,0.682,0.318,0.6369
A Town Called Panic,3.5,The best movie I've seen where two horse figurines make out,True,0.0,0.704,0.296,0.6369
Atlantis: Milo’s Return,1.5,The best parts were when James Arnold Taylor used his Johnny Test voice for Milo,True,0.0,0.769,0.231,0.6369
The Wild Robot,4.5,The best Pixar movie in 14 years was made by DreamWorks,True,0.0,0.704,0.296,0.6369
C.H.U.D. II: Bud the Chud,4.0,The biggest quality increase from the first movie to the second in cinematic history,True,0.0,0.85,0.15,0.3182
Bubba the Redneck Werewolf,3.5,The current frontrunner for Best Picture at the Tubi Awards,True,0.0,0.526,0.474,0.802
Coraline,4.0,The dad in this movie looks like Hugh Neutron mixed with Waluigi,True,0.0,0.815,0.185,0.3612
The Darjeeling Limited,4.0,The fact that this came out a year after Cars is so funny to me like Owen Wilson played this broken guy trying to physically and emotionally heal from his wounds and reconnect with his brothers a year after stepping into the voice booth and going 'KACHOW' 50 times,True,0.063,0.786,0.151,0.6144
The Do-Over,1.0,"The fact that this miserable joyless sack of shit film has a 2.2 average while The Adventures of Rocky and Bullwinkle only has a 2.3 is insulting. In what fucking universe are they even remotely comparable. You're telling me a swarm of plebians could swarm in at any moment and give the latter film enough negative reviews to bring it down to the level of one of the biggest slogs I've ever seen in my life? What do you people even want anymore. Yeah, I know the CGI looks a bit rough by modern standards. Sure, they probably should have gone with traditional 2D designs for Rocky and Bullwinkle. BUT SO WHAT. The comedy is on point. Joke after joke consistently lands. Robert De Niro poured his heart and soul into getting this movie made, and this is how you treat it? Deeply sickening behavior. Just for that, I'm going to include the Adventures of Rocky and Bullwinkle in my Adam Sandler ranking despite it not having Adam Sandler in it. I really need to drill into your heads how much better it is than the vast majority of Sandler's filmography that I've had to suffer through already. FUCKING HELL. And that's the thing too, I'm saying this in June. The Sandler ranking isn't dropping until December. You're going to forget about this review over the course of the next 6 months, and then when you finally click on that video, you might find yourself dumbfounded that the Adventures of Rocky and Bullwinkle is included. Hell, imagine being someone who didn't even read this review. What the hell are they gonna think? It doesn't matter dude, this isn't a bit, this is a genuine reflection of my soul. The Adventures of Rocky of Bullwinkle is one of the most unfairly maligned films of the century thus far (assuming the year 2000 is actually a part of this century. Actually my girlfriend and I had a conversation about that just a couple hours ago, funnily enough. She mentioned that the 21st century actually began in 2001, and we got on that subject because we were talking about what my personal game of the century is because of a meme on the Ace Attorney circlejerk subreddit jokingly describing Dual Destinies as the game of the century. As a result, I had to come to terms of the fact that my favorite game of all time, The Legend of Zelda Majora's Mask, is not actually a game that released in this century. The onus then fell to my second favorite game of all time to be the game of the century, and that would probably have to be Persona 5, but I can't just say Persona 5 is the game of the century, like you understand how embarrassing that sounds, right? I might as well say danganronpa's the game of the century at that point ((I have not actually played Danganronpa)). Anyway if I had to give a more presentable answer then I don't know, Super Mario Galaxy I guess. I don't know if I'm going to get excommunicated from the Persona fandom for this or if they're going to respect me for publicly shunning 5.) Anyway, the adventure of Rocky and Bullwinkle is a true cinematic achievement on par with the Sistine Chapel. I don't think it's going to top the Sandler ranking because, I mean like, come on, punch drunk love and uncut gems are really good. BUT I'LL BE DAMNED IF I LET THE FUCKING DO-OVER GET ANYWHERE NEAR ROCKY AND BULLWINKLE BECAUSE IT FUCKING SUCKS. There was a shot of Luis Guzman's sweaty balls. I forgot the rest of the movie on the drive home.",True,0.101,0.784,0.115,0.7476
Shark Tale,5.0,The fact that we as a society are still capable of producing art this beautiful gives me actual hope for the future. The fascists can never do something like this.,True,0.1,0.64,0.259,0.8028
Phantom Thread,4.0,"The first half-hour is pretty slow but after that this movie becomes an absolutely engrossing tale of a couple desperately trying to manipulate each other and gain the upper hand in their relationship. I didn't see many of these plot points coming and I was always on the edge of my seat. It's also surprisingly funny and a great, if unconventional, final role for Daniel Day-Lewis.",True,0.04,0.688,0.272,0.9678
Spider-Man 3,4.5,"The funniest superhero movie ever made, and my personal favorite of the Raimi trilogy. It never gets old to revisit.
www.youtube.com/watch?v=fR-V1yukXB4",True,0.0,0.742,0.258,0.765
Aladdin and the King of Thieves,3.0,The Genie could have solved like 90% of the conflicts in this movie but he was too busy making endless Disney references,True,0.075,0.788,0.137,0.128
Toy Story 3,4.5,"The inverse of Up, where the ending is what's always praised to no end and the rest of the film is kinda forgotten about. The good news is that unlike Up, this is a rich, thoroughly enjoyable story throughout the entire film. I'm a sucker for elaborate prison escapes and this film delivers, complete with a fantastic villain and great jokes. It's not quite as good as 2 but it's still a worthy successor that builds on 2's themes in a beautiful way",True,0.108,0.629,0.263,0.9454
Cowboy Bebop,4.0,The kind of anime that people who have sex can enjoy,True,0.0,0.758,0.242,0.4939
Tux and Fanny,4.0,The kind of movie that just makes you happy to be alive,True,0.0,0.613,0.387,0.743
The Tragedy of Macbeth,3.5,The kind of movie that the One Perfect Shot Twitter account was made for,True,0.0,0.778,0.222,0.5719
The Irishman,3.5,"The last 90 minutes of this movie are sensational.
The first 2 hours are ok.
I really wish I could join everyone else on the hype train with this movie, but I found much of it overstuffed and messy. The direction and cinematography didn't really stand out. The de-aging effects are a little jarring for the first 30 minutes or so, tho they fortunately blend into the background after a while. And I never really got the decision to solely focus on Peggy (if you can call that focus) and not the other three daughters; it would've given one of the scenes in the ending much more impact.
And yet, from the award scene onward, once I saw where Puff Daddy was going with the story, I was totally transfixed. It hit me pretty hard emotionally, and the lack of a musical score really sold the impact. Al Pacino gives the breakout performance of the film, Joe Pesci is also really great, and Don Lino was, again, fine for the first two hours before those last 90 minutes really drove his performance into overdrive.
I feel like condensing this movie into two hours and 30 minutes would make it the masterpiece it so clearly could be. But I'm glad I'm in the minority on this one, and people think it's a masterpiece regardless of its tremendous length. It's really profound to see Puff Daddy making this movie at this point in his career, and I'm glad I got to experience it. I just never want to experience all 208 minutes again.",True,0.03,0.812,0.157,0.992
Amityville Toybox,1.0,The monkey didn't even kill people! This is a load of baloney.,True,0.0,0.732,0.268,0.6162
The Truman Show,5.0,The most fun and lighthearted horror movie ever made,True,0.226,0.367,0.407,0.4509
Rango,3.5,"The only Animated Feature winner I never saw before starting this project, I must say that I was absolutely stunned by the animation on this one. The lighting, the character designs, the environments, everything just pops and makes for such an engaging visual experience. I was really bored with the story for the first half hour or so but things really picked up after a while, leading to some truly breathtaking action sequences and genuinely funny moments. This is also decidedly NOT a kids movie, which is kind of refreshing. Nothing against kids movies, but it's nice to see a more adult take on a big-budget animated movie for a change.",True,0.024,0.82,0.155,0.9549
Happy Feet Two,1.0,The ONLY reason this isn't a 1/10 is because I like Under Pressure,True,0.14,0.701,0.159,0.0772
The Empire Strikes Back,5.0,The only Star Wars movie to fully explore the ramifications of Yoda's ketamine addiction and that's why it's the best one,True,0.134,0.709,0.157,0.1531
Ratatouille,5.0,"The polar opposite of Happy Feet: a rich, intelligent, funny, thought-provoking masterpiece. This is the most underrated Pixar film by far and one of my Top 3 Pixar favorites. It genuinely feels like a smart indie film made for adults, which again, is a testament to Brad Bird's ingenious writing. I will never get tired of revisiting this movie.",True,0.0,0.624,0.376,0.9809
Muppet Treasure Island,3.0,The puppetry was very good!,True,0.0,0.534,0.466,0.54
Chef,4.5,"The scene where all the main characters poured cornstarch on their balls was a little weird but other than that it was fantastic!
...that sounds like a joke but I promise you that is a real thing that happens in this movie",True,0.023,0.706,0.271,0.9324
Zootopia,3.5,"The Shakira song is laughably terrible but I like this movie a lot otherwise. Great dynamic between the two main characters and some interesting, mature themes for a kids movie. I wish the story was a little more engaging but still very intriguing and fun",True,0.029,0.502,0.469,0.9857
West Side Story,4.0,The shot of the puddle is so breathtaking and it's such a shame Ansel Elgort had to be at the center of it,True,0.111,0.751,0.138,0.1941
Captain America: Civil War,4.0,"The smartest Marvel movie, but also kind of the dumbest. If Cap had just communicated better with Tony then 80% of the movie's conflict would've been solved. Also Zemo's plan is bonkers. But yeah pretty fantastic in spite of the narrative flaws",True,0.179,0.478,0.342,0.872
The Devil’s Carnival,3.0,The songs and aesthetic were better than Repo but most importantly it was 30 minutes shorter,True,0.0,0.724,0.276,0.653
Komi Can’t Communicate,4.0,The sweetest anime ever 😊,True,0.0,0.538,0.462,0.7184
In the Heights,3.5,"The tradition of Lin being the worst singer in every musical he writes is still going strong I see
Top notch direction, performances, cinematography, energy, all that jazz. One of the best movie-to-musical adaptations in years. But MAN do they make some changes that undermine some of the best emotional moments in the original musical, and MAN am I mad about that.",True,0.121,0.65,0.229,0.7717
Anastasia,3.5,"The villain was entirely pointless to the story but on the other hand In The Dark of the Night is a banger, do you see the dilemma I'm in",True,0.126,0.75,0.124,0.2382
It’s a Wonderful Life,4.5,The way Mary just shatters that record is so fucking cool,True,0.0,0.777,0.223,0.4351
Mars Attacks!,2.5,There sure were a lot of famous actors in this,True,0.0,0.796,0.204,0.3182
Hotel Transylvania 3: Summer Vacation,,There was a Kraken that sang a musical number and it reminded me of Tamatoa,True,0.0,0.915,0.085,0.0772
Minions,1.0,There was a scene where they try to hang the Minions and I liked that scene,True,0.0,0.843,0.157,0.4215
The Holdovers,5.0,There's a handshake in this that feels more overwhelmingly warm and emotional than most hugs I've seen in movies,True,0.075,0.623,0.302,0.6682
Camelot,3.5,They cast the most Italian man alive and said 'Yeah he's French don't question it',True,0.0,0.72,0.28,0.6204
C.H.U.D.,1.0,They forgot to resolve the main conflict of the movie,True,0.178,0.62,0.202,0.0772
Porgy and Bess,2.5,"They had one set, a goat, and a dream",True,0.0,0.8,0.2,0.25
Teenage Mutant Ninja Turtles: Mutant Mayhem,3.5,They really milked that one joke huh,True,0.0,0.732,0.268,0.296
BlackBerry,4.5,They should've hired someone who graduated from one of Canada's top business schools with really good grades,True,0.0,0.75,0.25,0.6115
Club Oscar,0.5,"This cosmic dance of bursting decadence and withheld permissions, twists all our arms collectively, but if sweetness can win, and it can, then I'll still be here tomorrow to high-five you yesterday, my friend.",True,0.0,0.692,0.308,0.9413
It Was Just an Accident,4.0,This definitely deserves to get 2 or 3 acting nominations at the Oscars. It won't though 🙄,True,0.0,0.876,0.124,0.4019
Cléo from 5 to 7,4.0,This deserved Oscars for Cinematography and also Supporting Actor for the man who ate 3 frogs and projectile vomited,True,0.0,0.861,0.139,0.4404
The Secret Life of Pets 2,1.0,This felt like an eternity,True,0.0,0.615,0.385,0.3612
Munchie,3.0,This is actually a pretty good movie if you get rid of Munchie,True,0.0,0.643,0.357,0.7269
Saving Christmas,0.5,This is an extremely funny movie and I would recommend that everyone watch it,True,0.0,0.678,0.322,0.6901
George Lucas in Love,3.5,This is cute. I like this. I'm also hardcore procrastinating on my next video,True,0.0,0.686,0.314,0.6705
Alvin and the Chipmunks: The Squeakquel,2.0,This is definitely gonna be #1 on the Betty Thomas ranking,True,0.0,0.787,0.213,0.4019
Max Keeble’s Big Move,2.5,This is definitely gonna be #1 on the Tim Hill ranking,True,0.0,0.787,0.213,0.4019
Finding Dory,3.5,This is easily the best non-Toy Story Pixar sequel but y'all aren't ready for that conversation,True,0.133,0.651,0.215,0.1618
Earth Girls Are Easy,4.0,This is genuinely so good,True,0.0,0.517,0.483,0.5777
Scott Pilgrim Takes Off,4.5,"This is like expecting a Christmas present that's really cool but it's something you already own, and instead you get something brand-new that's equally as cool",True,0.0,0.78,0.22,0.6701
Repo! The Genetic Opera,2.0,This is like if Morbius was a musical,True,0.0,0.737,0.263,0.3612
Penguins of Madagascar,3.0,This is like Minions except not terrible,True,0.0,0.497,0.503,0.6192
Peter’s Computer - Desktop Cleanup,5.0,This is one of the best things I've ever seen in my piece of shit life.,True,0.165,0.642,0.193,0.1531
Babe: Pig in the City,4.0,This is so much better than the first film it's insane,True,0.181,0.605,0.214,0.1226
Sharpay’s Fabulous Adventure,1.5,This is still one of Austin Butler's top 8 most popular films on Letterboxd,True,0.0,0.71,0.29,0.5984
The Web,5.0,This is still the best thing he's directed,True,0.0,0.625,0.375,0.6369
How to Train Your Dragon: The Hidden World,4.5,"This is the best one. A truly moving story about a world unable to adapt to change despite the best efforts of those who try to champion peace. Entire sequences are carried by the score, much like the first film. The character dynamics are incredibly strong, the animation is flat-out insane, the villain is a significant improvement over the last movie, and this is the first one of these movies to make me cry. An absolutely perfect ending to what is easily the best animated trilogy of all time.",True,0.103,0.589,0.308,0.9759
Death Note,1.0,This is the hardest I've laughed in a long time,True,0.0,0.75,0.25,0.4588
Persona,4.0,"This movie didn't even have a rowdy group of teenagers reforming society by stealing hearts, what a ripoff",True,0.154,0.667,0.179,0.1531
The Miracle Maker,4.0,"This movie gave me NIGHTMARES as a kid so I never wanted to rewatch it, but it's actually really cool and artistic and compelling, who knew? Crazy how good Christian cinema can be when it isn't pandering or hateful or embarrassing",True,0.119,0.642,0.239,0.7602
Meet the Robinsons,3.5,This movie had no business being as funny and clever as it was,True,0.122,0.552,0.326,0.5719
Wolfwalkers,4.0,"This movie has the most weirdly inconsistent animation I've ever seen, there are some scenes that are straight-up some of the most gorgeous things I've ever witnessed, and then others where the character designs look like parodies and I can't tell what the focal point of the shot is supposed to be
But it was great otherwise so go watch it",True,0.025,0.829,0.146,0.8519
Super Eruption,2.0,This movie has time travel. It's less interesting than it sounds,True,0.0,0.806,0.194,0.3415
Spirit: Stallion of the Cimarron,4.0,This movie is amazing except for the parts that suck but those parts are extremely fucking funny,True,0.085,0.607,0.308,0.7317
Jesus Christ Superstar,3.5,"This movie is goofy as sin in so many ways, and while it works for certain songs (Simon Zealotes, Herod's Song, etc.), it really betrays the tone in other areas. Nothing quite like getting wrapped up in the drama of Judas receiving his silver pieces for betraying Jesus, only for the film to suddenly cut to jet planes flying overhead. It's...a lot, but it is, at the very least, consistently entertaining with a fairly good balance of humor and drama. Happy Good Friday my fellow Greeks!",True,0.095,0.703,0.201,0.9363
Indiana Jones and the Last Crusade,4.5,"This movie is Raiders, but better in like, every way. It's exciting, it's super funny, you buy the emotional connection between Indy and his dad, the villains are great, the action is superb, Marcus Brody is such an endlessly entertaining buffoon. Just watch this movie if you enjoy fun. It's the best Indiana Jones movie and one of the best Spielberg movies.",True,0.054,0.428,0.517,0.9953
The Adventures of Rocky & Bullwinkle,3.5,THIS MOVIE IS SO FUNNY ARE YOU OUT OF YOUR FUCKING MINDS,True,0.0,0.746,0.254,0.5777
Star Wars: The Force Awakens,4.0,"This movie RULES! It remains just as exciting, impactful, funny, and magical as it was 4 years ago. The New Hope rehashing surprisingly works for me, because the script and direction evoke a very different tone to that of the original Star Wars even though they follow the same plot beats. Sometimes the movie bends a little too far backwards to justify a New Hope parallel (Starkiller Base is the lamest shit ever) but for the most part, I'm really on board with this one.
These characters are instantly lovable and relatable. Rey, Kylo, Finn, BB-8, etc. are all delights, and this movie gives me everything I could've wanted out of an older Han Solo before wrapping up his story in an emotionally resonant way. Also, I'm glad that, aside from Phasma, this movie doesn't treat the First Order as a joke. More on that later...
Filmmaking wise, this is leaps and bounds ahead of most big blockbusters. Great cinematography, striking editing, wonderful practical sets. J.J. proves time and again that he's an excellent sci-fi director.
This isn't the most ambitious Star Wars film, but it didn't have to be. It's the perfect companion piece to the original trilogy and I thoroughly adore it. Besides, any minor issues or plot contrivances are gonna get explained in the next movie, right? RIGHT?",True,0.065,0.712,0.222,0.993
Promising Young Woman,3.5,"This movie's pretty neat!
I wish the ending wasn't terrible tho!",True,0.0,0.368,0.632,0.9009
The Muppets’ Wizard of Oz,1.5,This should be the easiest movie in the world to make good and the fact that it's this bad is a genuinely impressive feat,True,0.125,0.604,0.272,0.596
Robot Chicken: Star Wars Episode II,3.5,This trilogy has the best characterization for Boba Fett of all time lmao,True,0.0,0.576,0.424,0.8442
The Lobster,4.0,"This was an extremely smart, tightly-written, borderline perfect movie for about the first 75% of its runtime. But that last 25% was...kinda clunky? And didn't make great use of this incredibly creative premise all that well? And the score got really repetitive after a while?
It's still a great movie, but it's always a little disappointing when it seems like you've got a new all-time favorite on your hands and instead you're left with just a regular great movie. If the first act was the weak part, I might be singing a different tune. But still, pretty great overall",True,0.107,0.605,0.287,0.9803
The Unbearable Weight of Massive Talent,2.5,This was like 5 different movies at once and the only good one was Nick Cage and Pedro Pascal vibing,True,0.0,0.769,0.231,0.6597
Abominable,3.0,This was really excellent for like 25 minutes and then it just turned into a worse version of Up,True,0.12,0.619,0.261,0.5657
1917,4.0,"This was really good but I could never shake the feeling that I was watching a 2-hour cutscene and never getting a chance to actually play the game.
At least Roger Deakins will be a 2-time Oscar winner now.",True,0.075,0.676,0.249,0.8594
You Are So Not Invited to My Bat Mitzvah,3.5,This was sweet! I'm beginning to think Adam Sandler might be Jewish,True,0.0,0.77,0.23,0.5093
Robot Jox,3.0,This would be so good if it had a budget,True,0.0,0.706,0.294,0.5777
The Satellite Girl and Milk Cow,2.5,This would honestly be one of my favorite movies ever if the people making it actually knew what they were doing,True,0.0,0.76,0.24,0.7184
Pokémon Detective Pikachu,3.5,This. Movie. Is. BONKERS. Suffice to say I will have a full review out in a couple days but in summary I really really really liked it,True,0.0,0.84,0.16,0.7143
The Fox and the Hound,3.5,"Tod: 'Hi I'm Tod'
Copper: 'Nice to meet you I'm Copper'
The background music: ♬OH THEY'RE THE BEST OF FRIENDS♬",True,0.0,0.699,0.301,0.8286
You’re Bacon Me Crazy,1.0,Top 1 best movie titles of all time,True,0.0,0.5,0.5,0.7184
Suburban Sasquatch,1.0,Truly the most epic movie of 2004 about a suburban sasquatch,True,0.0,0.775,0.225,0.4404
No Disrespect,1.5,Tubi is perhaps the greatest gift to humanity,True,0.0,0.458,0.542,0.7964
Batman: Mask of the Phantasm,4.0,"Turns out the best Batman stories are the ones that actually deconstruct his philosophy and him as a character in general, who knew",True,0.0,0.84,0.16,0.6369
Despicable Me,3.5,"Vector is the reason I work out. I have this fantasy where we start talking at the Vanity Fair Oscars party bar. We exchange a few pleasantries. He asks what I do. I say I loved him in Despicable Me. He laughs. I get my drink.
'Well, see ya,' I say and walk away. I've got his attention now. How many guys voluntarily leave a conversation with Vector? He touches his neck as he watches me leave.
Later, as the night's dragged on and the coterie of gorgeous narcissists grows increasingly loose, he finds me on the balcony, my bowtie undone, smoking a cigarette.
'Got a spare?' he asks.
'What's in it for me?' I say as I hand him one of my little yellow minions. He smiles.
'Conversation with me, duh.'
I laugh.
'What's so funny?' he protests.
'Nothing, nothing... It's just... don't you grow tired of the egos?'
'You get used to it,' he says, lighting his cigarette and handing me back the lighter.
'What would you do if you weren't a supervillain?' I ask.
'Teaching, I think.'
'And if I was your student, what would I be learning?'
'Discipline,' he says quickly, looking up into my eyes, before changing the subject. 'Where are you from?'
'The moon,' I say.
'Oh wow. That's lovely.'
'It's ok,' I admit. 'Not everything is to my liking.'
'What could possibly be not to your liking on the moon?' he inquires.
'It's the place you got stranded on in Despicable Me (2010), when you suffered the WRATH OF GRU'",True,0.052,0.783,0.165,0.9888
Howl from Beyond the Fog,3.0,"Very cool and atmospheric, though I think the expressionless puppets held it back for me and prevented me from getting truly invested. I'd love to see a higher budget (and perhaps feature length) version of this with stop motion animation that allows the characters to have actual facial movement",True,0.039,0.772,0.189,0.8221
A Funny Thing Happened on the Way to the Forum,3.5,Very fun but how do you cut that many songs from the original musical and still sleep at night,True,0.111,0.67,0.22,0.3811
Ne Zha,3.5,"Very fun! Couldn't help but feel like most aspects of the film, from the villains to the central friendship to the abrupt ending, would have benefitted from another draft. Even so, a nice time with some unexpectedly killer fight scenes. Excited to see the sequel which is the highest grossing animated film of all time, apparently!",True,0.222,0.536,0.242,0.1704
A Different Man,4.0,"Very fun, very Kaufman-esque. Adam Pearson radiates a blinding level of charisma and Sebastian Stan in the final scene of this movie specifically is the hottest I've seen a man look in a while",True,0.0,0.902,0.098,0.5563
Toradora!,3.5,Very good when Taiga is not beating the shit out of Ryuji,True,0.0,0.482,0.518,0.8649
Pinch,3.5,Very impressive directing/producing/writing/starring effort from Uttera Singh. Spread its story out a little thin but there's some truly excellent stuff here,True,0.0,0.617,0.383,0.9041
Following,3.0,"Very much feels like a student film trying to emulate Nolan's style, so in other words, the most 'first directorial feature' movie to ever be a first directorial feature",True,0.0,0.91,0.09,0.4144
Strawberry Mansion,3.5,"Wacky, batshit, stunningly sincere. Wasn't a fan of everything but it's got the kind of unbridled creativity movies in general could use more of",True,0.053,0.757,0.189,0.5816
Surf’s Up,4.0,Wait what the fuck why is this movie so great,True,0.209,0.478,0.313,0.4101
The Wrong Trousers,5.0,Wallace not recognizing the penguin until he took off his chicken hat has extreme Dr. Doofenshmirtz energy,True,0.0,0.871,0.129,0.3321
Snack Shack,3.5,Wanted a slightly more interesting conflict in the second half but overall an immaculate vibe to this one! Like if Challengers was just a chill hangout movie,True,0.052,0.727,0.221,0.6533
Megalopolis,3.0,"Was dazzled and bewildered in equal measure by this. I'm not one of those squares who needs a coherent plot or a sensible magic system in order to get into a film like this; I was absolutely captivated by multiple sequences, in fact. However, I couldn't help but feel a bit let down by the lack of meaningful character progression in this. It feels like Cesar never changes over the entire film's runtime no matter what he goes through, and this is a major contributing factor to the film's conclusion feeling so hollow and unearned. I know, I know, this isn't the kind of film I should try and apply storytelling logic to, but I feel like I would have enjoyed it more on the whole if it leaned into the abstract entirely and didn't even bother with a narrative. Ultimately however, it's not about what I want, and I'm glad we got to see an old man's completely uncompromised and kooky vision unfold on the big screen. Every possible opinion on this film is indeed correct; there's enough brilliance and utter dogshit to swing the pendulum in either direction. Aubrey Plaza MVP, I legit didn't know she had that performance in her.",True,0.025,0.821,0.154,0.9826
Cinderella II: Dreams Come True,2.5,Was disappointed to find out that Lucifer was not canonically dead after his fall at the end of the first movie,True,0.121,0.744,0.135,0.088
Twisted: The Untold Story of a Royal Vizier,5.0,"Was working on a video on this when it finally hit me
This is one of the best musicals I've ever seen in my life lol",True,0.0,0.774,0.226,0.7906
Batman,3.0,Wasn't sure why Jack Nicholson got top billing in this movie until I watched it and realized Joker was the main character,True,0.081,0.783,0.136,0.0869
Away,3.0,"Watch out Phil Nibbelink, there's a new animator who made an entire film by himself in town
Didn't grip me the whole time but I appreciate the look, feel, and overall ambition!",True,0.0,0.89,0.11,0.5916
Saving Private Ryan,5.0,Watched at a Midas auto repair shop (it was playing on the TV at full volume),True,0.0,0.893,0.107,0.2023
Whisper of the Heart,5.0,"Watched it again, this time with the original Japanese audio.
I don't think it's the best Ghibli film, but it's absolutely my favorite. I feel like I've been waiting for a movie like this all my life.",True,0.0,0.678,0.322,0.9345
Mad Max: Fury Road,5.0,"Watched this for the first time in years, completely forgot that one of Joe's henchmen just looks like The Penguin",True,0.0,0.884,0.116,0.3612
Exit Through the Gift Shop,4.0,"Watched this in film class and my God this is BONKERS. Easily the most insane documentary I've ever seen. Is it real? Was it staged? Who cares?
Thierry Guetta cements himself as the Tommy Wiseau of the art world, and his story is as hilarious as it is thought-provoking. I'm gonna be pondering the nature of art criticism and subjectivity for weeks to come after seeing this. Great stuff.",True,0.071,0.742,0.187,0.8665
Belfast,1.5,'We had a neural network watch 100 Best Picture nominees and then asked it to create its own',True,0.0,0.717,0.283,0.743
Ride Your Wave,3.0,"Weirdly straightforward for a Masaaki Yuasa joint, with a kinda dumb third act, but hey, any bonus grief counseling I can get through movies is nice 😁",True,0.174,0.551,0.275,0.7612
