name,user rating,user review
"Trolls World Tour",1.5,"K-Pop trolls imply the existence of Troll Korea"
"Abominable",3.0,"This was really excellent for like 25 minutes and then it just turned into a worse version of Up"
"How to Train Your Dragon: The Hidden World",4.5,"Making it through this DreamWorks marathon was not an easy task. Getting so much shit shoveled into my face the past few days, from Trolls to Turbo to Boss Baby, was a deeply agonizing endeavor.
But goddammit, I stuck it out because I knew this masterpiece was waiting for me at the end of the tunnel. What a fucking tremendous swan song for a great studio and a phenomenal trilogy.
I know there's still technically two movies left in the marathon, but in my heart, this is the DreamWorks series finale. It's been a somewhat rocky road, but films like this one made it all worth it."
"The Boss Baby",1.0,"Everything I wanted it to be and more"
"Trolls",2.0,"Bro why do you need to autotune Justin Timberlake, he's JUSTIN TIMBERLAKE JUST LET HIM SING NORMALLY"
"Home",2.5,"I'm impressed, this wasn't terrible!
It also wasn't good!"
"Mr. Peabody & Sherman",4.0,"Cannot believe I liked this movie as much as I did"
"Turbo",1.0,"We have officially reached the 'let's just get this over with' phase of the DreamWorks marathon. This was truly fucking agonizing. Every character, relationship, and story beat feels artificial and hollow. Even the racial stereotypes from Shark Tale are back in full force. It's a completely worthless experience; basically, the DreamWorks equivalent of The Good Dinosaur. Gonna go rewatch Ratatouille to wash the taste of this piece of shit out of my mouth"
"The Croods",2.5,"GRUG MOMENT
Can't believe this is getting a sequel and not Rise of the Guardians smh"
"Madagascar 3: Europe’s Most Wanted",3.0,"I must be out of my GODDAMN MIND cause I kinda liked it this time"
"Puss in Boots",3.0,"'Mom, can we get Rango?'
'We have Rango at home.'
Rango at home:"
"Into the Unknown: Making Frozen II",4.0,"It's probably a bad sign when the behind-the-scenes documentary is more consistently entertaining than the movie, right?"
"Mistress America",4.0,"Ok but seriously where is Karen's husband? I'm getting very concerned
Little bit messier than the typical Greta/Noah project; the pacing is kinda all over the place and I feel like some extra scenes to flesh Brooke out more would be welcome. However, this movie picks up the slack with its constant witty dialogue and great scene blocking. I had a great time, even though this movie didn't quite hit me with the same relatable feels as Frances Ha"
"A Silent Voice: The Movie",4.5,"What does it mean to live with your mistakes?
What does it mean to feel remorse?
What does it mean to want to make things right?
Can you ever really make things right?
Will anything ever take away the shame?
The pain?
The remorse?
You lost a piece of yourself all those years ago.
Will this finally fill the hole?"
"Monsters vs Aliens",2.5,"Tall Girl"
"Howard",4.0,"Really touching tribute to an artist we lost far too soon. There's not much available footage of his pre-Little Shop life, which makes the front end of the documentary less engaging than it should be, but it's worth it to see the inspiring, tragic story of his life's work."
"Bee Movie",3.5,"A shitpost disguised as a film"
"Airplane!",3.5,"I feel like we don't talk about the lady who fucked a horse enough"
"Spirit: Stallion of the Cimarron",4.0,"Why does nobody talk about this one it's SO GOOD
...ok the Matt Damon narration and pop songs really bite but THE REST OF IT IS SO GOOD"
"Chicken Run",3.0,""
"Taxi Driver",3.5,"The first 40 and last 30 minutes are pretty much perfect, but for some reason those middle 40 minutes, in-between the cab ride with Scorsese and the scene where Travis talks to Iris, feel incredibly dull and aimless and I can't figure out why. I'm glad nobody else seems to have this problem at least"
"Groundhog Day",4.0,""
"Hamilton",5.0,"It was neat"
"The Prince of Egypt",5.0,"I mean this is basically the best animated film ever made"
"Antz",3.0,"I am entirely baffled by nearly every single aspect of this film.
But I think I enjoyed it?"
"Shrek the Third",1.0,"I didn't actually rewatch it. I just wanted to hop on and remind everyone that this movie doesn't exist. Viva la Shrek 4"
"Drive",2.0,"Y'all are gonna hate me for this but I can't remember the last time I was simultaneously this bored AND turned off by unnecessary gratuitous gore. Elevator scene slaps tho"
"Uncut Gems",4.5,"The best live-action Shark Tale remake I could ask for"
"Artemis Fowl",0.5,"The most insulting adaptation since The Last Airbender. An absolutely worthless piece of dogshit that sucks every compelling element out of an incredible book series and deforms it into an unrecognizable pulp. Every character is uninteresting, every directorial choice is incomprehensible, every scene is indescribably awful in its own unique way. Avoid this movie at all costs, especially if you have even the slightest attachment to the original source material."
"Shrek 2",5.0,"It took me 16 years to finally give this movie the 5 star rating it unironically deserves. Every scene is great. Every joke lands. It's emotionally moving. It's incredibly exciting. It's a fucking miracle of a movie, I cannot stress that enough"
"Far Far Away Idol",5.0,"Fuck it 5 stars"
"Heathers",3.0,"Stilted and awkward in a lot of ways; while it does tell a compelling story and offer a handful of great quotes, it does it with such little energy and poor pacing that it's really hard to get invested.
I should mention that I'm a massive fan of Heathers the Musical, which takes the elements of this film that work and really goes all out in crafting an outrageous, tense, compelling comedy-thriller. This film is more of a novelty as a result; it's not something I'll ever really go back to, but if it's any consolation, the story and characters live rent-free in my brain cause of the musical.
Also holy shit JD looks like a weasel and sounds like a muppet how is it even remotely possible to be attracted to him"
"Eternal Sunshine of the Spotless Mind",4.5,"Wish I could erase this film from my mind just so I can watch it for the first time all over again"
"Logan",4.5,"Imagine thinking this isn't the best superhero movie of the 2010s lmfao"
"Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend",4.5,"Everything I could've hoped for and more. Unironically better than Bandersnatch. It helps that I'm a huge fan of the show already, but I feel like even if you're not, you'll still have a ton of fun with it. Give it a playthrough or five"
"Ratatouille",5.0,"Always hits the spot no matter how many times I rewatch it. This is gonna be a fun video!"
"Flushed Away",3.5,"Simon Pegg and Nick Frost really let themselves go"
"Rise of the Guardians",3.5,"Pretty good but the villain sucks ass. It looks like a car ran over his face. How did his design ever get approved. I expect much higher quality character design from the studio behind Shark Tale"
"Over the Hedge",3.5,"Fun fact: the animals in this movie do not, in fact, go OVER the titular hedge. They go THROUGH it. I hope someone got fired for that blunder"
"Star Wars: The Rise of Skywalker",1.0,"I take back every mean thing I ever said about Attack of the Clones."
"Her",4.0,"I didn't like this movie when I was 15 and I think I was just an idiot back then because this is really great. Very smart screenplay that showcases Theodore's loneliness and Samantha's insecurities in increasingly profound and sad ways.
I just...don't really care for the last arc of the movie? It doesn't feel very well set up and it didn't really hook me emotionally like the rest of the film. Still, it's really touching and I'm gonna go punch 15-year-old me in the face for saying otherwise"
"Phineas and Ferb: Star Wars",4.5,"Legitimately the best Star Wars movie since the Disney purchase"
"A Goofy Movie",4.0,"'On The Open Road' walked so 'Another Day of Sun' from La La Land could run"
"Do the Right Thing",4.5,"God, I'm overwhelmed by just about everything in this movie. The writing. The performances. The cinematography. EVERYTHING.
There are some slow patches here and there, but those are easy to overlook when you take into account how masterfully this film sets up its pieces over time only to knock them all down in one enthralling, breathtaking final act.
Fuck, man. THIS is a movie."
"Moonrise Kingdom",4.0,"Effortlessly charming, refreshingly small-scale ball of whimsy. It's very simple and isn't quite up to the standards of some other Wesley Anderson feature films, but it's still a delightful time"
"Kiki’s Delivery Service",4.5,"Don't really have much to say. It's just cute. :)"
"Maggie Simpson in “Playdate with Destiny”",3.5,"Better than the movie it was bizarrely stapled to"
"Onward",2.0,"I wish I could say that this is funnier and has a more coherent story than the average D&D session, but...
...at least the ending was good?"
"Knives Out",5.0,"I had some chest pains the first time I saw this, and I blame those for distracting me from the fact that this is a goddamn 10/10"
"The Peanut Butter Falcon",2.5,"Really charming but also kinda boring with some truly awful shot continuity and confusing character motivations. Also I'm not convinced that Dakota Johnson has ever acted before. Also also, I'm not convinced that Jon Bernthal has ever appeared in a movie for longer than 10 minutes.
But on the plus side, Zack steals every scene he's in. Great performance"
"Two Cars, One Night",3.5,"Charming in its simplicity, and striking from a visual perspective. A great opening act for my boy Taika"
"Cléo from 5 to 7",4.0,"This deserved Oscars for Cinematography and also Supporting Actor for the man who ate 3 frogs and projectile vomited"
"Sonic the Hedgehog",3.0,"Crazy Carl's drawing SENT ME"
"The Bakery Girl of Monceau",1.5,"Effortlessly unlikable"
"Coraline",4.0,"The dad in this movie looks like Hugh Neutron mixed with Waluigi"
"Parasite",4.5,"BEST MOTHERFUCKING PICTURE"
"Hair Love",4.5,"OWWWWWWW MY HEARTTTTTTTT"
"I Lost My Body",3.5,"I really gotta hand it to this movie"
"Ford v Ferrari",4.0,"I can't decide what's more shocking; the fact that this movie was actually pretty great, or the fact that this is the second Best Picture nominee this year where Tracy Letts plays a stuffy old rich dude who I don't like at first but actually starts to grow on me over time"
"Exit Through the Gift Shop",4.0,"Watched this in film class and my God this is BONKERS. Easily the most insane documentary I've ever seen. Is it real? Was it staged? Who cares?
Thierry Guetta cements himself as the Tommy Wiseau of the art world, and his story is as hilarious as it is thought-provoking. I'm gonna be pondering the nature of art criticism and subjectivity for weeks to come after seeing this. Great stuff."
"1917",4.0,"This was really good but I could never shake the feeling that I was watching a 2-hour cutscene and never getting a chance to actually play the game.
At least Roger Deakins will be a 2-time Oscar winner now."
"Parasite",4.5,"I've come to make an announcement:
The Academy is a bitch ass motherfucker. They pissed on Song Kang-Ho's chances of getting a Supporting Actor nod. That's right, this bunch of quilly dicks pissed all over a truly nuanced and powerful performance and they said Brad Pitt's dick was 'this big' and I said 'that's disgusting'.
So I'm making a callout post on my letterboxd dot com: Academy, you got a small dick, its the size of this peach except way…"
"Persepolis",3.5,"Pretty good adaptation of an exceptional graphic novel. It just suffers from an incredibly rushed pace since they're trying to cram a lot of plot into a 90 minute runtime, which deflates a lot of the dramatic weight from certain story arcs. It's still a good, powerful film, but I strongly recommend reading the book first, if possible."
"Kung Fu Panda 3",3.5,"Po had two dads and he turned out fine!
The weakest one, but still pretty good :)"
"Kung Fu Panda 2",4.0,"Great sequel that isn't afraid to tell an even more emotionally rich story than its predecessor. It's much slower paced and not nearly as funny, but it shines in its second half and leads to a sensational climax. Ending really made me soft <3"
"Kung Fu Panda",4.5,"Wtf why this movie so damn good? It's absolutely stunning from an animation perspective and delivers a story with a surprising amount of emotional heft. Incredible fight scenes, great characters, striking colors, the works. One of the best DreamWorks movies by far"
"Marriage Story",5.0,"Still hate the score but I've given 5 star ratings to movies with more flaws than this one, why the hell not. It just gets better and better the more it lingers in my mind"
"Little Women",4.5,"Look all I know is if Timothee Chalamet asked me to marry him I would not fucking hesitate"
"How to Train Your Dragon: The Hidden World",4.5,"This is the best one. A truly moving story about a world unable to adapt to change despite the best efforts of those who try to champion peace. Entire sequences are carried by the score, much like the first film. The character dynamics are incredibly strong, the animation is flat-out insane, the villain is a significant improvement over the last movie, and this is the first one of these movies to make me cry. An absolutely perfect ending to what is easily the best animated trilogy of all time."
"How to Train Your Dragon 2",3.5,"Didn't really get into this one as much, I thought the middle was significantly slow and didn't progress as masterfully as the first. Third act felt rushed in comparison. Wasn't a fan of many choices the characters made. The humor from the side characters was passable in the original but obnoxious here. And the score was a massive step down.
But hey, the main characters were still great and the emotional beats hit extremely hard, maybe even harder than the…"
"How to Train Your Dragon",4.5,"Wtf why this movie so damn good? It's perfectly paced, incredibly powerful, striking from an animation perspective (save for a poorly rendered character here and there). Why did I never like this as a kid? It's the best DreamWorks movie of 2010, the year that also gave us Megamind and Shrek 4. HOW DO YOU MANAGE THAT OUTPUT OF QUALITY IN THE SAME YEAR. SHARK TALE HAS NO EXCUSE ANYMORE"
"Cats",1.0,"This is literally just a typical production of Cats, y'all are overreacting like hell. 'Weirdest movie ever?' Come on. I'm a theatre kid. I've had weirder shit for breakfast.
That said, Cats is such a shitty musical that a painfully average production of it is still REALLY bad"
"Star Wars: The Rise of Skywalker",2.5,"Starts out pretty fun but gets infinitely worse the longer it goes on. There are no characters in this movie; just action figures that are whisked from planet to planet in an excessively manic story that feels like it was written by an 8-year-old. Palpatine sucks ASS in this movie. Everyone other than Rey and Kylo pretty much sucks. It rings hollow, far more than any Star Wars movie that came before it.
And yes, The Last Jedi was better.…"
"John Wick: Chapter 3 – Parabellum",4.0,""
"Shrek the Halls",3.0,"Ok but that dancing roast turkey was fuckin dope"
"Portrait of a Lady on Fire",4.5,"I guess we're adding the number 28 to the list of things I never expected to emotionally destroy me and send me into a fit of sobbing"
"The Farewell",3.0,"Gonna have to sort this into the 'I don't get the hype' category of films sadly. It's a really great concept for a story, but it feels thoroughly underdeveloped. I wanted to learn more about who Billi is as a person, get more scenes exploring the cultural differences between America and China, and really see the main conflict and the ethics surrounding it get explored and fleshed out to a greater degree. But the movie just kinda felt repetitive after a while, never quite reaching the dramatic or comedic heights the story really deserved. Sorry, Nai Nai."
"The Lion King",1.0,"Fuck"
"Pain and Glory",3.0,""
"The Irishman",3.5,"The last 90 minutes of this movie are sensational.
The first 2 hours are ok.
I really wish I could join everyone else on the hype train with this movie, but I found much of it overstuffed and messy. The direction and cinematography didn't really stand out. The de-aging effects are a little jarring for the first 30 minutes or so, tho they fortunately blend into the background after a while. And I never really got the decision to solely…"
"Marriage Story",4.5,"Absolutely beautiful. Stellar performances all around. Even the kid is pretty good. That argument scene? Couldn't stop crying. That scene towards the end at the pub? Sensational.
I'm not sure if some of the dialogue was quite as tight as I wanted, plus the score is a little overbearing at times (Randy Newman, man. Sigh.), but the actors easily pick up all the slack. Career-best turns from Driver and ScarJo.
Interestingly enough, a ton of people have said they found…"
"The Madagascar Penguins in a Christmas Caper",4.0,"'There he is! He just went to bed.'
(lifts covers)
'What the?! WHAT HAVE YOU DONE WITH PRIVATE?'"
"Star Wars: The Last Jedi",2.5,""
"Star Wars: The Force Awakens",4.0,"This movie RULES! It remains just as exciting, impactful, funny, and magical as it was 4 years ago. The New Hope rehashing surprisingly works for me, because the script and direction evoke a very different tone to that of the original Star Wars even though they follow the same plot beats. Sometimes the movie bends a little too far backwards to justify a New Hope parallel (Starkiller Base is the lamest shit ever) but for the most part, I'm really…"
"Return of the Jedi",4.5,"I like this one better than A New Hope! Phenomenal sets and creatures, the best action of the trilogy, incredibly strong emotion. The fact that Luke doesn't give up on redeeming Vader, even when Obi-Wan and Yoda tell him Anakin is long gone, is immensely powerful.
The Ewoks are hilarious and I don't have much to complain about with them. Jabba slays me with all of his wacky line deliveries. Overall, the humor in this film works surprisingly well, to…"
"The Empire Strikes Back",5.0,"At the age of 7, I knew practically nothing about Star Wars. It was the Burger King kid's meal toy promotion for Revenge of the Sith that got me fascinated in all these weird aliens and robots. I got the Han Solo toy that came with a carbonite shell to put him into, and had so much fun playing with it. My dad, eager to properly introduce me to one of his favorite franchises, asked, 'Do you want to see…"
"Knives Out",4.5,"Rian Johnson subverted my expectations except it was good this time
Absolutely brilliant deconstruction of the murder mystery genre. Hardly anything played out in the way I expected, and I was glued to my seat the whole time. The excellent script, tight direction, and wonderful performances all come together to make such a pretty picture. I would've liked more development for some of the characters, but ultimately, I realize that they aren't the focus of the story. Which is great; the structure of this film was wildly subversive and unlike any other mystery I've seen. So satisfying.
And holy shit, Ana de Armas is a fucking star now! I'm so happy, I watched her on this Spanish thriller TV show called El Internado a couple years back. I was so excited to see her play a significant role in Blade Runner 2049, and now I'm beyond thrilled to see her as the lead of a feature film. It's so cool to discover someone early on in their career and watch them achieve huge success; the more movies with her, the better!"
"Star Wars",4.5,"Delicious. Finally, some good fucking food.
Watching this movie with fresh eyes, without thinking about the baggage associated with the franchise nowadays, is an absolutely magical experience. The worldbuilding and unfolding mysteries are astounding. The character interactions are my favorite parts; for instance, seeing Han and Obi-Wan play off of each other is great, since their vastly different perspectives make for excellent exchanges. Everyone has great chemistry, the setting is well-defined, the campiness honestly enhances the viewing experience. Only thing…"
"Rogue One: A Star Wars Story",3.0,"Overwhelmingly fine. Man, oh man, this sure is a fine movie. Those characters are definitely very fine. The writing reeks of fineness. Oh by gosh by golly the story sure is fine. It's all fine. I had a fine time watching it.
To be fair tho, Krennic and K-2SO are amazing. The last 10 minutes are sufficiently powerful and dramatic. The action is stellar. Fits very snugly into the canon and compliments A New Hope nicely. I understand why this…"
"Frozen II",3.0,"Simultaneously feels bigger and smaller than the first film. I was really invested in the first hour and the mystery it was building up, but then the story kinda fizzled out into nothingness. Really wastes the vast majority of its characters, both old and new. Stakes feel relatively low due to the vagueness of the story. Songs ranged from pretty good to pretty forgettable; nothing awful tho.
I can't decide which one I like better; nothing in this movie angered…"
"Frances Ha",4.5,"Love it. A beautiful portrait of a woman trying to find purpose in spite of numerous personal and career setbacks. The use of music to highlight those fleeting moments of happiness and fulfillment in Frances' life was inspired. Black-and-white cinematography didn't seem necessary but it's hard to complain when the film is visually stunning regardless. Gerwig and Baumbach make their voices equally heard throughout the script, and the result is sensational.
Also...I may have a crush on Adam Driver now? More at 11"
"Onward",0,"Looks like another step in the right direction for Sony Pictures Animation :)"
"The Matrix",2.5,"Sorry Keanu I don't like this movie all that much. Maybe the sequels will be better"
"Lincoln",2.0,"I've seen this movie three times. I have TRIED to like it.
But goddammit this is one of the most boring films I've ever seen in my life. Daniel Day-Lewis and Tommy Lee Jones are the only things holding this movie together."
"Klaus",4.0,"A beautifully animated, heartwarming, funny, thoroughly delightful film. Even though the main character is literally just Kuzco"
"The Lion King 1½",3.5,"I swear I've already watched this entire movie 3 times since Disney Plus launched"
"Dolemite Is My Name",4.0,"An absolute blast. I had inexplicably never heard of Rudy Ray Moore or Dolemite before watching this, but I kinda want to check out everything he's ever done now. This movie is just a burst of fun and energy anchored by great performances all around, with Eddie Murphy stealing the show in every scene. Plus, as an Unbreakable Kimmy Schmidt fan, Titus Burgess is always a plus.
I got tons of Disaster Artist vibes from this, but I think this…"
"Olaf’s Frozen Adventure",1.0,"5 minutes in I was ready to walk out of the theater and just wait till Coco came out on DVD"
"Jojo Rabbit",5.0,"'What did they do?'
'What they could.'
I sobbed all the way through the credits. I couldn't even begin to compose myself. I was absolutely shaken to my core. And once I was able to find my footing and exit the theater, the first thing I did was buy a ticket to see it again.
Jojo Rabbit is a story of overcoming blind fanaticism and indoctrination, showcasing that monsters aren't born; they're made. They're manipulated. The transition Waititi's Adolf Hitler…"
"Phineas and Ferb The Movie: Across the 2nd Dimension",4.5,"MASTAPEECE. Should not work nearly as well as it does"
"Parasite",4.5,"Let's get one thing straight: Parasite is phenomenal. It's a stunning, subtle, and immensely powerful piece on class warfare and the nature of the human condition. It's also a tense, funny, extremely entertaining film that didn't feel its length at all. Go into it without knowing anything if you can; it made my viewing experience all the more exciting.
But with that said...I didn't really like the ending? Tons of details, character arcs, and storylines felt like they were dropped in an instant. And yeah, I know that was the point. But I'd be lying if I said the lack of resolution given to certain characters is something I'm happy about. Like, for how well set up and intriguing Ki-jeong's sociopathic tendencies are, THAT'S what you do with her?
I don't expect my disappointment with the ending to subside with time, but don't let that dissuade you from seeing this film. It's still excellent and I'm looking forward to seeing it again. It's pretty much everything Jordan Peele's 'Us' should have been."
"The Lighthouse",5.0,"The closest thing we'll get to a modern-day 2001: A Space Odyssey.
Robert Eggers has given us an absolutely mesmerizing piece of art that begs to be interpreted in a number of ways. I couldn't tell what the hell it meant while I was watching it, and from the sound of things, neither could the other 20-somethings I left the theater with. This is not a film that will appeal to everyone; not in the slightest.
And yet, even though I had very little idea what was happening, I was still mesmerized. The cinematography and intentionally tight aspect ratio made for an effortlessly uncomfortable experience. The sound design, holy shit! It was immensely haunting and I don't expect to forget it anytime soon. The set was great as well; honestly, I'd love to see this adapted for the stage, the script is a great showcase for wonderful directing and acting.
AND THE ACTING! DEAR NEPTUNE, I FORGOT WILLEM DAFOE WAS A HUMAN BEING. He gives the performance of a lifetime and gets absolutely lost in the role. His monologues are equal parts astounding and terrifying. THE LIGHTING ON HIS FACE DURING THAT ONE SCENE GODDAMN.
Robert Pattinson had me worried cause it felt like he couldn't commit to an accent for a little bit at the beginning, but once he gets going, there's no stopping him. Another career-best performance, though he is outshined pretty hard by Willem Dafoe.
It's a terrifying, bizarre, uncomfortable, shocking experience that a ton of people are gonna hate.
And it reminded me why I love movies in the first place."
"Tall Girl",0,"So then I said to her 'Taylor Swift? More like Taller Swift' and the entire class laughed. The teacher laughed too and started clapping. Soon the entire school was applauding and the local news came to do a story on me and my amazing joke"
"Madagascar 3: Europe’s Most Wanted",2.0,"I like to move it move it out of the theater after the first 20 minutes are over cause wow the movie goes downhill hard"
"Ralph Breaks the Internet",1.5,"I can't decide if I hate the movie itself more or I hate what it represents more but suffice to say I hate both of them pretty significantly"
"Penguins of Madagascar",3.0,"This is like Minions except not terrible"
"Shrek Forever After",4.0,"Something tells me I should review this movie...
...eh, nobody wants to see that probably."
"La La Land",4.5,"Rewatched this because Dunkey told me to and surprise surprise it's still magnificent. I'm not super into Ryan Gosling's performance but the gorgeous cinematography, breathtaking musical numbers, electric romantic chemistry, and sublime writing perfectly illustrate why Damien Chazelle is an absolute master of his craft. Not quite as perfect as Whiplash, but it does have the slightly better ending. Hell, maybe the best ending I've ever seen in a movie."
"The World’s End",4.5,"A bit weak comedically, but it's still an incredible, subversive, witty, amazing film. The dramatic stuff here is the best in the trilogy, the stakes are easily the highest, the characters are fun and entertaining. It's a fantastic finish to one of the greatest trilogies ever made, even if it falls ever so slightly short of Hot Fuzz."
"Hot Fuzz",4.5,"A bit of a slow burn at times and those twat side cops are really irritating. But the payoff is beyond phenomenal; this is a fantastic, hilarious murder mystery turned action masterwork, where every line of dialogue can and will come back later in some shape or form. An step up from Shaun of the Dead in terms of tight direction and an even tighter screenplay."
"Shaun of the Dead",4.0,"Surprisingly works better for me from a dramatic standpoint than a comedic one. It's still really funny, but I'm also incredibly invested in Shaun trying to repair and come to grips with his relationships in the midst of a zombie apocalypse. Tons of stellar scenes and impeccable direction make this a blast to revisit."
"Madagascar",3.0,"Comedy itself peaked when Melman said 'Guys, we're running out of time' with a clock stuck to his head"
"Mike’s New Car",4.5,"I think it's safe to say this is better than the entirety of Monsters University"
"Club Oscar",0.5,"This cosmic dance of bursting decadence and withheld permissions, twists all our arms collectively, but if sweetness can win, and it can, then I'll still be here tomorrow to high-five you yesterday, my friend."
"Megamind",4.0,"Why haven't I logged this yet"
"Solo: A Star Wars Story",3.0,""
"The Rescuers Down Under",2.5,"Only watched this one out of moral obligation. A resounding meh. It's not even really worth my time to talk about here, I already wrote its portion of the video script and that's all the thought I need to devote to this film for the rest of my life."
"Star Wars: Episode II – Attack of the Clones",1.0,""
"Once Upon a Time… in Hollywood",3.5,"Damn Robin from Stranger Things made a really good life choice in this movie
Tonally alien from most of Tarantino's other works, Once Upon a Time in Hollywood plays out more like a loosely connected series of vignettes rather than a flowing narrative. Unfortunately, unlike something like Pulp Fiction, where every segment intersects in some way while the film remains entertaining throughout, this movie feels much less focused and has largely underdeveloped themes and character motivations.
Sharon Tate has nothing to do the entire movie, Cliff is difficult to sympathize with for a number of reasons, and Rick Dalton, despite having a compelling storyline, still feels largely unfocused on for a good chunk of the movie. I'd call this one of the best Leo performances, but one of the best Leo roles? Not so much, even though the pieces were there and Tarantino decided not to put them all together.
With that said, the movie is suspenseful, well acted, decently shot, and mostly entertaining throughout despite being way too long. I feel like the ending is a make-or-break aspect of the film for most people, and for me? It made it. Not only was my mouth gaping wide during THAT scene, but I think the resolution to Rick's storyline is a really clever commentary on how we perceive heroism and how much violent shit we excuse in media because we simply chalk it up to 'heroism'. It was a well set up conclusion on multiple levels.
Overall, a worthwhile film, even if it feels like Tarantino dropped the ball in various areas. It's no Pulp Fiction or Inglorious Bastards but I'd still recommend checking it out. Even if it is WAY too long."
"Tarzan",3.0,"Not a bad movie, but it personally kinda disgusts me. It throws the musical format out the window for horribly implemented samey Phil Collins music that doesn't hold a candle to any other Disney Renaissance soundtrack. Turk is also the most annoying creature on the planet. But there are some good emotional beats and great action to make this still a worthwhile film to watch. It's just not one I revisit, like, ever."
"Mulan",3.5,"Pretty good. I think it's a really well-told story, but the comedy doesn't always land for me and the villain, while really menacing, is so disconnected from the hero that it's hard to get invested in them. As a musical, this one is kinda weird; there are less songs than usual, which I guess is owed to the more serious, war-like tone. But still, it kinda feels like there's something missing from this one compared to the other Renaissance films.
Also they didn't have to go that hard with I'll Make a Man Out of You but they did and it slaps"
"Hercules",4.5,"I...like this more than Hunchback. I can't believe it either. It's just such a witty, energetic screwball comedy with an amazingly expressive animation style and a story structure that takes full advantage of the fact that it's a musical. Every song is a banger as well. I guess it's tonally inconsistent at times, but really, who cares when the characters are incredible and the story, while basic, is really heartfelt and compelling? I could go on but I'll save it for the video. Bottom line is, this movie slaps."
"The Hunchback of Notre Dame",4.5,"Changed my mind about this one. It deserves a 9/10 despite being an utter tonal disaster. Not just the gargoyles; the slapstick during the fight scenes is straight up embarrassing. But WOW this movie is otherwise astounding. Unbelievable songs, an unforgettable score, great characters, and the best Disney villain ever (even though I complained about him, he's still amazing for Disney) makes for one of Disney's grandest, most ambitious works.
The stage musical is still better tho"
"Pocahontas",2.0,"Equal parts boring and tasteless. Hilariously predictable. Borderline unwatchable if not for the good songs and pretty visuals. Otherwise, get this trash out of my face. How do you follow up Lion King with THIS"
"The Lion King",5.0,"A near-perfect work of art that can never be replicated. Let's hope nobody is stupid enough to try."
"Aladdin",4.0,"(Was gonna give this a 7 but the supreme perfection of A Whole New World convinced me otherwise)
This is a really solid, enjoyable film. I'm not overly attached to the characters or story of this one, but fantastic songs, one hell of a final battle, and that goddamn amazing Robin Williams performance make this a treat to revisit."
"Beauty and the Beast",5.0,"God, what a work of art. Ever since I was a kid, I had a feeling that this movie was a cut above the rest of Disney's works, and boy was that feeling correct. The romance is perfect, the songs are gorgeous, the characters are endearing, and as a bonus, we get the meme dispenser that is Gaston. I love this movie with all my heart and I don't think I'll ever stop loving it."
"The Little Mermaid",4.5,"Got a new big video ranking coming! This time, I'll take a look at all the Disney Renaissance films.
THIS ONE IS SO GOOD. Perfect pacing, stunning cinematography, breathtaking animation, vibrant colors, phenomenal songs, great characters. Ursula is such a bad bitch, Sebastian is hilarious, Ariel is really compelling. Seriously I don't remember this movie being this fantastic when did that happen???"
"Phantom Thread",4.0,"The first half-hour is pretty slow but after that this movie becomes an absolutely engrossing tale of a couple desperately trying to manipulate each other and gain the upper hand in their relationship. I didn't see many of these plot points coming and I was always on the edge of my seat. It's also surprisingly funny and a great, if unconventional, final role for Daniel Day-Lewis."
"Kubo and the Two Strings",3.0,"It's not great, it's not terrible. Some absolutely stunning animation anchors an aggressively predictable and mediocre story with a really annoying side character. It's fine but I really don't anticipate checking it out again"
"Spider-Man 3",4.5,"The funniest superhero movie ever made, and my personal favorite of the Raimi trilogy. It never gets old to revisit.
www.youtube.com/watch?v=fR-V1yukXB4"
"Scott Pilgrim vs. the World",4.0,"One of the funniest and most quotable movies ever made. I just wish the story was a bit tighter and the overflow of characters were trimmed down, but overall, I don't think I will ever stop enjoying this movie."
"Sauce",5.0,"'Bitch, you da sauce' will go down as one of the greatest lines in cinematic history"
"Toy Story 4",3.5,"Good movie that never really justifies its existence. The supporting characters are great but they don't have a ton of funny jokes unfortunately. The stakes feel relatively low and a lot of the plotlines could have used more development. I liked it enough but it just barely rises above Finding Dory and Incredibles 2.
Oh, and it's better than the first movie at least. This is a solid 7 while that one is a shaky 7 teetering on 6"
"Toy Story 2",5.0,"Great comedy, strong dramatic touches, a really engaging central conflict, a ton of character depth...this is the bestest one"
"Toy Story",3.5,"It's not really amazing until the last 20 minutes, but man are those last 20 minutes amazing. Woody is an annoying asshole most of the movie, Sid's house is such an unpleasant location, and the animation has aged way worse than I remember. But ultimately the Woody-Buzz dynamic carries this movie pretty far. Still, 2 and 3 outshine it pretty hard."
"Bumblebee",3.0,"Gets worse the longer it goes on but it's mostly really charming and cute. John Cena's line about the Decepticons' name made me belly laugh cause that's exactly what I was thinking"
"The Emperor’s New Groove",4.0,"It's honestly kind of miraculous this movie works as well as it does. I feel like the lack of songs is really felt in this one (especially since Snuff Out the Light is a great villain song that was unfairly cut) but the fantastic comedy bits and amazing character development for Kuzco make this such a blast to rewatch over and over"
"Hoodwinked!",3.5,"Low-key iconic"
"Arrival",3.5,"A really intriguing and well-crafted sci-fi mystery. Denis Villeneuve is such a master of his craft that it's truly astounding, and I love how this movie takes its time to establish how difficult it would be to communicate with an alien race. Amy Adams is excellent as always as well. But not every scene felt necessary to me and it kinda dragged on at some parts. Still, one of the better sci-fi films in recent years"
