name,user rating,user review
Hubie Halloween,1,The extended sigh that escaped my mouth when I realized he was gonna do that voice the entire movie
The Darjeeling Limited,4,The fact that this came out a year after Cars is so funny to me like Owen Wilson played this broken guy trying to physically and emotionally heal from his wounds and reconnect with his brothers a year after stepping into the voice booth and going 'KACHOW' 50 times
The Do-Over,1,"The fact that this miserable joyless sack of shit film has a 2.2 average while The Adventures of Rocky and Bullwinkle only has a 2.3 is insulting. In what fucking universe are they even remotely comparable. You're telling me a swarm of plebians could swarm in at any moment and give the latter film enough negative reviews to bring it down to the level of one of the biggest slogs I've ever seen in my life? What do you people even want anymore. Yeah, I know the CGI looks a bit rough by modern standards. Sure, they probably should have gone with traditional 2D designs for Rocky and Bullwinkle. BUT SO WHAT. The comedy is on point. Joke after joke consistently lands. Robert De Niro poured his heart and soul into getting this movie made, and this is how you treat it? Deeply sickening behavior. Just for that, I'm going to include the Adventures of Rocky and Bullwinkle in my Adam Sandler ranking despite it not having Adam Sandler in it. I really need to drill into your heads how much better it is than the vast majority of Sandler's filmography that I've had to suffer through already. FUCKING HELL. And that's the thing too, I'm saying this in June. The Sandler ranking isn't dropping until December. You're going to forget about this review over the course of the next 6 months, and then when you finally click on that video, you might find yourself dumbfounded that the Adventures of Rocky and Bullwinkle is included. Hell, imagine being someone who didn't even read this review. What the hell are they gonna think? It doesn't matter dude, this isn't a bit, this is a genuine reflection of my soul. The Adventures of Rocky of Bullwinkle is one of the most unfairly maligned films of the century thus far (assuming the year 2000 is actually a part of this century. Actually my girlfriend and I had a conversation about that just a couple hours ago, funnily enough. She mentioned that the 21st century actually began in 2001, and we got on that subject because we were talking about what my personal game of the century is because of a meme on the Ace Attorney circlejerk subreddit jokingly describing Dual Destinies as the game of the century. As a result, I had to come to terms of the fact that my favorite game of all time, The Legend of Zelda Majora's Mask, is not actually a game that released in this century. The onus then fell to my second favorite game of all time to be the game of the century, and that would probably have to be Persona 5, but I can't just say Persona 5 is the game of the century, like you understand how embarrassing that sounds, right? I might as well say danganronpa's the game of the century at that point ((I have not actually played Danganronpa)). Anyway if I had to give a more presentable answer then I don't know, Super Mario Galaxy I guess. I don't know if I'm going to get excommunicated from the Persona fandom for this or if they're going to respect me for publicly shunning 5.) Anyway, the adventure of Rocky and Bullwinkle is a true cinematic achievement on par with the Sistine Chapel. I don't think it's going to top the Sandler ranking because, I mean like, come on, punch drunk love and uncut gems are really good. BUT I'LL BE DAMNED IF I LET THE FUCKING DO-OVER GET ANYWHERE NEAR ROCKY AND BULLWINKLE BECAUSE IT FUCKING SUCKS. There was a shot of Luis Guzman's sweaty balls. I forgot the rest of the movie on the drive home."
Shark Tale,5,The fact that we as a society are still capable of producing art this beautiful gives me actual hope for the future. The fascists can never do something like this.
Taxi Driver,3.5,"The first 40 and last 30 minutes are pretty much perfect, but for some reason those middle 40 minutes, in-between the cab ride with Scorsese and the scene where Travis talks to Iris, feel incredibly dull and aimless and I can't figure out why. I'm glad nobody else seems to have this problem at least"
Funny People,2.5,The first half of this is an 8/10!
Phantom Thread,4,"The first half-hour is pretty slow but after that this movie becomes an absolutely engrossing tale of a couple desperately trying to manipulate each other and gain the upper hand in their relationship. I didn't see many of these plot points coming and I was always on the edge of my seat. It's also surprisingly funny and a great, if unconventional, final role for Daniel Day-Lewis."
Chip ’n Dale: Rescue Rangers,3,The first huge IP crossover film in a while that didn't make me want to die!
Mad Max Beyond Thunderdome,2.5,The first Mad Max movie that screams 'from the director of Happy Feet'
VeggieTales: Where’s God When I’m S-Scared?,2.5,"The fuck you mean every VeggieTales installment is on Letterboxd?
Well I mean like I gotta log them all I guess
Quaint little start, mostly stilted and proof of concept-y, but then it locks the fuck in during The Water Buffalo Song and Oh No (What We Gonna Do)"
Ernest Goes to School,2,The fucking cowboy never came back boooooooo
Spider-Man 3,4.5,"The funniest superhero movie ever made, and my personal favorite of the Raimi trilogy. It never gets old to revisit.
www.youtube.com/watch?v=fR-V1yukXB4"
Taylor Tomlinson: Have It All,4,The funny
Aladdin and the King of Thieves,3,The Genie could have solved like 90% of the conflicts in this movie but he was too busy making endless Disney references
Ice Merchants,3.5,The hats 🥺
Toy Story 3,4.5,"The inverse of Up, where the ending is what's always praised to no end and the rest of the film is kinda forgotten about. The good news is that unlike Up, this is a rich, thoroughly enjoyable story throughout the entire film. I'm a sucker for elaborate prison escapes and this film delivers, complete with a fantastic villain and great jokes. It's not quite as good as 2 but it's still a worthy successor that builds on 2's themes in a beautiful way"
Cowboy Bebop,4,The kind of anime that people who have sex can enjoy
Tux and Fanny,4,The kind of movie that just makes you happy to be alive
Aftersun,5,The kind of movie that makes you sit for 30 minutes and rethink every interaction you've ever had with your parents afterward
The Tragedy of Macbeth,3.5,The kind of movie that the One Perfect Shot Twitter account was made for
The Match-Stick Flame,3,The kind of movie where you know exactly what its quality will be just based on the poster
The Irishman,3.5,"The last 90 minutes of this movie are sensational.
The first 2 hours are ok.
I really wish I could join everyone else on the hype train with this movie, but I found much of it overstuffed and messy. The direction and cinematography didn't really stand out. The de-aging effects are a little jarring for the first 30 minutes or so, tho they fortunately blend into the background after a while. And I never really got the decision to solely focus on Peggy (if you can call that focus) and not the other three daughters; it would've given one of the scenes in the ending much more impact.
And yet, from the award scene onward, once I saw where Puff Daddy was going with the story, I was totally transfixed. It hit me pretty hard emotionally, and the lack of a musical score really sold the impact. Al Pacino gives the breakout performance of the film, Joe Pesci is also really great, and Don Lino was, again, fine for the first two hours before those last 90 minutes really drove his performance into overdrive.
I feel like condensing this movie into two hours and 30 minutes would make it the masterpiece it so clearly could be. But I'm glad I'm in the minority on this one, and people think it's a masterpiece regardless of its tremendous length. It's really profound to see Puff Daddy making this movie at this point in his career, and I'm glad I got to experience it. I just never want to experience all 208 minutes again."
Teen Beach Movie,2.5,The last movie I expected to be an isekai going in
Ex Machina,4,The main character in the movie looks like I Hate Everything
Wonder Woman 1984,2.5,The Mandalorian touches a lot of people through the Make-a-Wish Foundation.
Amityville Toybox,1,The monkey didn't even kill people! This is a load of baloney.
Moonrise Kingdom,4,The moon doesn't rise once in this whole movie wtf
Hard Ticket to Hawaii,2,The most epic movie ever made
The Truman Show,5,The most fun and lighthearted horror movie ever made
Artemis Fowl,0.5,"The most insulting adaptation since The Last Airbender. An absolutely worthless piece of dogshit that sucks every compelling element out of an incredible book series and deforms it into an unrecognizable pulp. Every character is uninteresting, every directorial choice is incomprehensible, every scene is indescribably awful in its own unique way. Avoid this movie at all costs, especially if you have even the slightest attachment to the original source material."
The Star Wars Holiday Special,1,The most oppressive the Empire has ever felt in any Star Wars media. Andor will just have to settle for second place in this regard.
GetEven,1,The most plotless movie I've ever seen in my life
Feels Good Man,5,The most uncomfortable and uplifting viewing experience of 2020. An absolutely gut-wrenching account of the ongoing battle against hatred and the horror of seeing your creation spiral out of control and become unrecognizable. Gonna be thinking about this one for a long time.
Felix the Cat Saves Christmas,1.5,The nerd kid's voice pisses me off more than it should
Rango,3.5,"The only Animated Feature winner I never saw before starting this project, I must say that I was absolutely stunned by the animation on this one. The lighting, the character designs, the environments, everything just pops and makes for such an engaging visual experience. I was really bored with the story for the first half hour or so but things really picked up after a while, leading to some truly breathtaking action sequences and genuinely funny moments. This is also decidedly NOT a kids movie, which is kind of refreshing. Nothing against kids movies, but it's nice to see a more adult take on a big-budget animated movie for a change."
Porco Rosso,4,The only movie that captures the sheer intensity of the Dogfight mode from Wii Sports Resort
Hercules,4.5,The only possible justification for making a live-action remake of this is to cast Bob Odenkirk as Hades
Happy Feet Two,1,The ONLY reason this isn't a 1/10 is because I like Under Pressure
The Empire Strikes Back,5,The only Star Wars movie to fully explore the ramifications of Yoda's ketamine addiction and that's why it's the best one
Isle of Dogs,3,The only time in recorded history when Greta Gerwig made a movie worse
Ratatouille,5,"The polar opposite of Happy Feet: a rich, intelligent, funny, thought-provoking masterpiece. This is the most underrated Pixar film by far and one of my Top 3 Pixar favorites. It genuinely feels like a smart indie film made for adults, which again, is a testament to Brad Bird's ingenious writing. I will never get tired of revisiting this movie."
Muppet Treasure Island,3,The puppetry was very good!
Snow White and the Seven Dwarfs,3.5,The Queen is so hung up on Snow White being prettier than her that she creates a potion to turn people ugly. She then uses it on herself? As a disguise to give Snow White a poisoned apple with? Instead of just forcing Snow White to drink the ugly potion and skipping the poison apple step entirely? Smh work smarter not harder
Planet of the Apes,1,The ranking is canceled sorry everyone
Chef,4.5,"The scene where all the main characters poured cornstarch on their balls was a little weird but other than that it was fantastic!
...that sounds like a joke but I promise you that is a real thing that happens in this movie"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,4.5,The sexual tension between President Muffley and Premier Dimitri tho
Zootopia,3.5,"The Shakira song is laughably terrible but I like this movie a lot otherwise. Great dynamic between the two main characters and some interesting, mature themes for a kids movie. I wish the story was a little more engaging but still very intriguing and fun"
West Side Story,4,The shot of the puddle is so breathtaking and it's such a shame Ansel Elgort had to be at the center of it
Captain America: Civil War,4,"The smartest Marvel movie, but also kind of the dumbest. If Cap had just communicated better with Tony then 80% of the movie's conflict would've been solved. Also Zemo's plan is bonkers. But yeah pretty fantastic in spite of the narrative flaws"
The Devil’s Carnival,3,The songs and aesthetic were better than Repo but most importantly it was 30 minutes shorter
Space Jam,2,The Space Jam Duology > The Blade Runner Duology
Komi Can’t Communicate,4,The sweetest anime ever 😊
Fantasia 2000,4,"The toy soldier segment kinda blew, as did some of the celebrity hosts, but hot damn the rest of this was incredible"
In the Heights,3.5,"The tradition of Lin being the worst singer in every musical he writes is still going strong I see
Top notch direction, performances, cinematography, energy, all that jazz. One of the best movie-to-musical adaptations in years. But MAN do they make some changes that undermine some of the best emotional moments in the original musical, and MAN am I mad about that."
Oldboy,3.5,The twist was very obvious but I still gasped
The Wolf House,3.5,The type of movie 'animation is cinema' mfs on Twitter will go their entire life without watching
Whisper of the Heart,5,The video I'm making on this movie is going to kill me with its wholesomeness
Anastasia,3.5,"The villain was entirely pointless to the story but on the other hand In The Dark of the Night is a banger, do you see the dilemma I'm in"
Moana 2,2.5,The water looked worse than it did in the original 😐
It’s a Wonderful Life,4.5,The way Mary just shatters that record is so fucking cool
Lorenzo’s Oil,4.5,The weirdest George Miller movie in the sense that it's the only one that's just completely normal
Little Red Riding Hood,2,The writer's barely disguised fetish
The Madagascar Penguins in a Christmas Caper,4,"'There he is! He just went to bed.'
(lifts covers)
'What the?! WHAT HAVE YOU DONE WITH PRIVATE?'"
Shrek the Third,1,There is actually no reason to watch this
Dr. Alien,4,There is no fucking way this is real
Chaos Walking,1.5,There sure was a lot of chaos and walking
Mars Attacks!,2.5,There sure were a lot of famous actors in this
Million Dollar Crocodile,1,There was a crocodile
Hotel Transylvania 3: Summer Vacation,,There was a Kraken that sang a musical number and it reminded me of Tamatoa
Minions,1,There was a scene where they try to hang the Minions and I liked that scene
Ready Player One,1.5,There was not a single frame of this movie where I thought to myself 'Steven Spielberg directed this'
"Monster High: Boo York, Boo York",2.5,There were monsters and they were high
The Holdovers,5,There's a handshake in this that feels more overwhelmingly warm and emotional than most hugs I've seen in movies
The Aristocats,3,There's no way EVERYBODY wants to be a cat
The Muppet Movie,3,"These Muppets gave a woman a severe allergic reaction to get an audition, they don't fuck around"
Shrek the Musical,2,These stars are for Lord Farquaad and nothing else
Camelot,3.5,They cast the most Italian man alive and said 'Yeah he's French don't question it'
C.H.U.D.,1,They forgot to resolve the main conflict of the movie
Reign Over Me,3.5,They gotta stop calling it Shadows of the Colossus man I know Don Cheadle's character would reasonably make that mistake but Adam Sandler's character should be obsessed enough to know there's only one Shadow in the title
Porgy and Bess,2.5,"They had one set, a goat, and a dream"
They Cloned Tyrone,3.5,They really make you wait for the character named Tyrone in this
Teenage Mutant Ninja Turtles: Mutant Mayhem,3.5,They really milked that one joke huh
One Hundred and One Dalmatians,3.5,They should make a whole movie about Cruella or something
Roald Dahl’s Matilda the Musical,3.5,They shoulda just killed Miss Trunchbull fr
BlackBerry,4.5,They should've hired someone who graduated from one of Canada's top business schools with really good grades
Club Oscar,0.5,"This cosmic dance of bursting decadence and withheld permissions, twists all our arms collectively, but if sweetness can win, and it can, then I'll still be here tomorrow to high-five you yesterday, my friend."
It Was Just an Accident,4,This definitely deserves to get 2 or 3 acting nominations at the Oscars. It won't though 🙄
Cléo from 5 to 7,4,This deserved Oscars for Cinematography and also Supporting Actor for the man who ate 3 frogs and projectile vomited
Melody Time,1.5,This entire film has already left my brain
The Secret Life of Pets 2,1,This felt like an eternity
Ocean Waves,1.5,This fucking sucks
Aqua,3.5,This happened to my buddy the cat from Flow
Whisper of the Heart,5,"This hit me so hard in so many ways. I haven't felt this 'seen' by a movie since I first watched Lady Bird 4 years ago. Fuck, man, this is such a special film in so many ways. Every aspiring artist and dreamer needs to watch this. I'm never gonna be able to listen to Country Roads again without sobbing thanks"
Frankenstein,3,"This is a fine enough film on its own and an absolutely shocking watch by 1930s standards, but I did not do it any favors by reading the vastly superior original novel beforehand. This lacks both the pathos and the most haunting passages of the novel; nothing here even comes close to the abject horror of 'I will be with you on your wedding night.' I also think the 'degenerate criminal brain' element of the plot is one of the worst adaptational changes I've seen in anything. It was pretty epic when the unloved lab experiment finally made his first friend in a little girl named Maria though"
Cold Sweat,2,This is a movie
Munchie,3,This is actually a pretty good movie if you get rid of Munchie
Saving Christmas,0.5,This is an extremely funny movie and I would recommend that everyone watch it
George Lucas in Love,3.5,This is cute. I like this. I'm also hardcore procrastinating on my next video
Alvin and the Chipmunks: The Squeakquel,2,This is definitely gonna be #1 on the Betty Thomas ranking
Max Keeble’s Big Move,2.5,This is definitely gonna be #1 on the Tim Hill ranking
Finding Dory,3.5,This is easily the best non-Toy Story Pixar sequel but y'all aren't ready for that conversation
The Killing Death,1,This is elder abuse
Earth Girls Are Easy,4,This is genuinely so good
Spider-Man: Across the Spider-Verse,4.5,This is gonna be so lit when I can watch it at 0.75x speed with subtitles
The Black Cauldron,1.5,This is like a feature-length version of the Zelda CD-i cutscenes except not funny
Scott Pilgrim Takes Off,4.5,"This is like expecting a Christmas present that's really cool but it's something you already own, and instead you get something brand-new that's equally as cool"
Repo! The Genetic Opera,2,This is like if Morbius was a musical
Penguins of Madagascar,3,This is like Minions except not terrible
Little Italy,5,"This is like the third 5-star rating I've given out ironically in the past week but can you really blame me? Frankly, why haven't YOU given this 5 stars? This is a fucking riot of an experience, a film that fully understands how utterly idiotic and terrible it is, and rolls with the insanity throughout its entire runtime. Hayden Christensen, a God Amongst Men, decided to grace us with his amazing fake accent and epic pizza making skills in this bizarre and wonderful psuedo-2000s romcom that absolutely drenches itself in every Italian (and romcom) stereotype known to mankind. It truly has to be seen to be believed; if you think you got the full experience from Drew Gooden's video on it, you are sorely mistaken. This is the hardest I've laughed all year. Fuck, man. I love Little Italy"
Cats,1,"This is literally just a typical production of Cats, y'all are overreacting like hell. 'Weirdest movie ever?' Come on. I'm a theatre kid. I've had weirder shit for breakfast.
That said, Cats is such a shitty musical that a painfully average production of it is still REALLY bad"
Peter’s Computer - Desktop Cleanup,5,This is one of the best things I've ever seen in my piece of shit life.
Babe: Pig in the City,4,This is so much better than the first film it's insane
Sharpay’s Fabulous Adventure,1.5,This is still one of Austin Butler's top 8 most popular films on Letterboxd
The Web,5,This is still the best thing he's directed
How to Train Your Dragon: The Hidden World,4.5,"This is the best one. A truly moving story about a world unable to adapt to change despite the best efforts of those who try to champion peace. Entire sequences are carried by the score, much like the first film. The character dynamics are incredibly strong, the animation is flat-out insane, the villain is a significant improvement over the last movie, and this is the first one of these movies to make me cry. An absolutely perfect ending to what is easily the best animated trilogy of all time."
The Thing,4.5,This is the first time I've actually seen Wilford Brimley in something that isn't a YouTube Poop
Open Season 2,1,This is the hardest I've ever seen Joel McHale act
Death Note,1,This is the hardest I've laughed in a long time
Arthur Christmas,4,This is the only kids movie I've seen that references the Cuban Missile Crisis and that's how you know it's good
Spider-Man 3,5,This is the only movie I rewatched in preparation for No Way Home
Flubber,1,This is the quintessential example of how not to write a movie
Lupin the Third: The Castle of Cagliostro,3.5,This Miyazaki guy is going places
Frozen,3,"This movie and its sequel were the only musical Disney films that my girlfriend didn't want to rewatch, if that tells you anything"
Persona,4,"This movie didn't even have a rowdy group of teenagers reforming society by stealing hearts, what a ripoff"
The Miracle Maker,4,"This movie gave me NIGHTMARES as a kid so I never wanted to rewatch it, but it's actually really cool and artistic and compelling, who knew? Crazy how good Christian cinema can be when it isn't pandering or hateful or embarrassing"
Meet the Robinsons,3.5,This movie had no business being as funny and clever as it was
Wolfwalkers,4,"This movie has the most weirdly inconsistent animation I've ever seen, there are some scenes that are straight-up some of the most gorgeous things I've ever witnessed, and then others where the character designs look like parodies and I can't tell what the focal point of the shot is supposed to be
But it was great otherwise so go watch it"
The Triplets of Belleville,4,This movie has the world's slowest car chase and it's epic
Super Eruption,2,This movie has time travel. It's less interesting than it sounds
The Fox and the Hound 2,2,This movie is 69 minutes long
Iron Man 2,2,"This movie is actually pretty solid for a first hour, but after Tony Stark pees in his suit the movie enters a downward spiral that it never recovers from. Still, if this is the weakest MCU movie, we could be doing a lot worse."
Spirit: Stallion of the Cimarron,4,This movie is amazing except for the parts that suck but those parts are extremely fucking funny
Jesus Christ Superstar,3.5,"This movie is goofy as sin in so many ways, and while it works for certain songs (Simon Zealotes, Herod's Song, etc.), it really betrays the tone in other areas. Nothing quite like getting wrapped up in the drama of Judas receiving his silver pieces for betraying Jesus, only for the film to suddenly cut to jet planes flying overhead. It's...a lot, but it is, at the very least, consistently entertaining with a fairly good balance of humor and drama. Happy Good Friday my fellow Greeks!"
Indiana Jones and the Last Crusade,4.5,"This movie is Raiders, but better in like, every way. It's exciting, it's super funny, you buy the emotional connection between Indy and his dad, the villains are great, the action is superb, Marcus Brody is such an endlessly entertaining buffoon. Just watch this movie if you enjoy fun. It's the best Indiana Jones movie and one of the best Spielberg movies."
The Adventures of Rocky & Bullwinkle,3.5,THIS MOVIE IS SO FUNNY ARE YOU OUT OF YOUR FUCKING MINDS
Star Wars: The Force Awakens,4,"This movie RULES! It remains just as exciting, impactful, funny, and magical as it was 4 years ago. The New Hope rehashing surprisingly works for me, because the script and direction evoke a very different tone to that of the original Star Wars even though they follow the same plot beats. Sometimes the movie bends a little too far backwards to justify a New Hope parallel (Starkiller Base is the lamest shit ever) but for the most part, I'm really on board with this one.
These characters are instantly lovable and relatable. Rey, Kylo, Finn, BB-8, etc. are all delights, and this movie gives me everything I could've wanted out of an older Han Solo before wrapping up his story in an emotionally resonant way. Also, I'm glad that, aside from Phasma, this movie doesn't treat the First Order as a joke. More on that later...
Filmmaking wise, this is leaps and bounds ahead of most big blockbusters. Great cinematography, striking editing, wonderful practical sets. J.J. proves time and again that he's an excellent sci-fi director.
This isn't the most ambitious Star Wars film, but it didn't have to be. It's the perfect companion piece to the original trilogy and I thoroughly adore it. Besides, any minor issues or plot contrivances are gonna get explained in the next movie, right? RIGHT?"
Promising Young Woman,3.5,"This movie's pretty neat!
I wish the ending wasn't terrible tho!"
Saving Bikini Bottom: The Sandy Cheeks Movie,1,"This shit is so ass! My friends were logging it and I felt left out so I watched it too, in case you needed an answer to the question 'Would I jump off a cliff if all my friends were doing it'
A Sandy AMV of Pink Pony Club by Chappell Roan would go kinda hard ngl. I ain't making that cause that requires looking at this bitch ass movie more. The onus is on you, the reader. Make that for me"
The Muppets’ Wizard of Oz,1.5,This should be the easiest movie in the world to make good and the fact that it's this bad is a genuinely impressive feat
The Bad Guys 2,,This time I'm not even giving you guys the score
Robot Chicken: Star Wars Episode II,3.5,This trilogy has the best characterization for Boba Fett of all time lmao
The Lobster,4,"This was an extremely smart, tightly-written, borderline perfect movie for about the first 75% of its runtime. But that last 25% was...kinda clunky? And didn't make great use of this incredibly creative premise all that well? And the score got really repetitive after a while?
It's still a great movie, but it's always a little disappointing when it seems like you've got a new all-time favorite on your hands and instead you're left with just a regular great movie. If the first act was the weak part, I might be singing a different tune. But still, pretty great overall"
The Unbearable Weight of Massive Talent,2.5,This was like 5 different movies at once and the only good one was Nick Cage and Pedro Pascal vibing
Abominable,3,This was really excellent for like 25 minutes and then it just turned into a worse version of Up
1917,4,"This was really good but I could never shake the feeling that I was watching a 2-hour cutscene and never getting a chance to actually play the game.
At least Roger Deakins will be a 2-time Oscar winner now."
You Are So Not Invited to My Bat Mitzvah,3.5,This was sweet! I'm beginning to think Adam Sandler might be Jewish
Robot Jox,3,This would be so good if it had a budget
The Satellite Girl and Milk Cow,2.5,This would honestly be one of my favorite movies ever if the people making it actually knew what they were doing
Pokémon Detective Pikachu,3.5,This. Movie. Is. BONKERS. Suffice to say I will have a full review out in a couple days but in summary I really really really liked it
Lava,4,Those two volcanoes banged and gave birth to Te Fiti. This was all a prequel to Moana
Winnie the Pooh,3,Tigger is the Kramer of the Winnie the Pooh universe. I will not elaborate
Alice in Wonderland,4.5,Tim Burton's live-action remake found dead in a ditch
The Fox and the Hound,3.5,"Tod: 'Hi I'm Tod'
Copper: 'Nice to meet you I'm Copper'
The background music: ♬OH THEY'RE THE BEST OF FRIENDS♬"
Joker: Folie à Deux,1.5,"Todd Phillips makes Worst Jukebox Musical Ever, asked to leave musical theatre"
Beauty and the Beast,5,"Tonight I watched a goddamn 4 hour cut of all 3 Beauty and the Beast movies stitched together
It was maybe the hardest thing I ever had to watch? 3/10, it is insane how the full story is so much less than the sum of its parts."
You’re Bacon Me Crazy,1,Top 1 best movie titles of all time
Suburban Sasquatch,1,Truly the most epic movie of 2004 about a suburban sasquatch
No Disrespect,1.5,Tubi is perhaps the greatest gift to humanity
Batman: Mask of the Phantasm,4,"Turns out the best Batman stories are the ones that actually deconstruct his philosophy and him as a character in general, who knew"
Neon Genesis Evangelion,,uh
Nope,4,Um if it's so hard to get footage of this thing then how did the cameraman of the movie get footage of it so often 🤔🤔🤔
I’m Still Here,4,Unbearably devastating. I can see why every single one of my Brazilian fans wanted me to watch this
PAW Patrol: The Movie,0.5,"Unwatchable neolib claptrap. Genuinely ungratiating lowest common denominator pop fascism Neolithic capitalist trash, leaving a turgid atmosphere of phonetically unremarkable serendipity in its wake. Culture is dead and the ingrates who support unfathomably inert and artistically barren shovelware such as this must never be allowed to procreate. Cannot wait for said degenerates to share this review and write actual responses to a bunch of random buzzwords I threw together with no rhyme or reason. I have not actually seen this film."
Star Wars,4.5,"Usually I don't rewatch movies unless I'm preparing to make a video on them, or I'm showing them to someone who hasn't seen them before.
Tonight I just said 'Fuck it, I'm watching Star Wars by myself for no reason other than it being Star Wars.'
We all deserve a treat sometimes.
Star Wars fucking rules."
Despicable Me,3.5,"Vector is the reason I work out. I have this fantasy where we start talking at the Vanity Fair Oscars party bar. We exchange a few pleasantries. He asks what I do. I say I loved him in Despicable Me. He laughs. I get my drink.
'Well, see ya,' I say and walk away. I've got his attention now. How many guys voluntarily leave a conversation with Vector? He touches his neck as he watches me leave.
Later, as the night's dragged on and the coterie of gorgeous narcissists grows increasingly loose, he finds me on the balcony, my bowtie undone, smoking a cigarette.
'Got a spare?' he asks.
'What's in it for me?' I say as I hand him one of my little yellow minions. He smiles.
'Conversation with me, duh.'
I laugh.
'What's so funny?' he protests.
'Nothing, nothing... It's just... don't you grow tired of the egos?'
'You get used to it,' he says, lighting his cigarette and handing me back the lighter.
'What would you do if you weren't a supervillain?' I ask.
'Teaching, I think.'
'And if I was your student, what would I be learning?'
'Discipline,' he says quickly, looking up into my eyes, before changing the subject. 'Where are you from?'
'The moon,' I say.
'Oh wow. That's lovely.'
'It's ok,' I admit. 'Not everything is to my liking.'
'What could possibly be not to your liking on the moon?' he inquires.
'It's the place you got stranded on in Despicable Me (2010), when you suffered the WRATH OF GRU'"
Howl from Beyond the Fog,3,"Very cool and atmospheric, though I think the expressionless puppets held it back for me and prevented me from getting truly invested. I'd love to see a higher budget (and perhaps feature length) version of this with stop motion animation that allows the characters to have actual facial movement"
A Funny Thing Happened on the Way to the Forum,3.5,Very fun but how do you cut that many songs from the original musical and still sleep at night
Ne Zha,3.5,"Very fun! Couldn't help but feel like most aspects of the film, from the villains to the central friendship to the abrupt ending, would have benefitted from another draft. Even so, a nice time with some unexpectedly killer fight scenes. Excited to see the sequel which is the highest grossing animated film of all time, apparently!"
A Different Man,4,"Very fun, very Kaufman-esque. Adam Pearson radiates a blinding level of charisma and Sebastian Stan in the final scene of this movie specifically is the hottest I've seen a man look in a while"
Toradora!,3.5,Very good when Taiga is not beating the shit out of Ryuji
Pinch,3.5,Very impressive directing/producing/writing/starring effort from Uttera Singh. Spread its story out a little thin but there's some truly excellent stuff here
Following,3,"Very much feels like a student film trying to emulate Nolan's style, so in other words, the most 'first directorial feature' movie to ever be a first directorial feature"
Frankenstein,4.5,Victor actually tries to be a father in this version and he's somehow even worse at it than usual
Strawberry Mansion,3.5,"Wacky, batshit, stunningly sincere. Wasn't a fan of everything but it's got the kind of unbridled creativity movies in general could use more of"
Surf’s Up,4,Wait what the fuck why is this movie so great
Neon Genesis Evangelion: The End of Evangelion,,Wake me up when the last two episodes of the show come to theaters
Beauty and the Beast: The Enchanted Christmas,2,"Wake me up
Wake me up inside"
The Wrong Trousers,5,Wallace not recognizing the penguin until he took off his chicken hat has extreme Dr. Doofenshmirtz energy
Snack Shack,3.5,Wanted a slightly more interesting conflict in the second half but overall an immaculate vibe to this one! Like if Challengers was just a chill hangout movie
May December,4.5,Wanted to crawl out of my own skin for basically the entire runtime
Lightyear,1.5,Was curious if this was still ass so I threw it on in the background while playing Pikmin. Boy is it ever still ass! Taika Waititi should be banned from voice acting!
Megalopolis,3,"Was dazzled and bewildered in equal measure by this. I'm not one of those squares who needs a coherent plot or a sensible magic system in order to get into a film like this; I was absolutely captivated by multiple sequences, in fact. However, I couldn't help but feel a bit let down by the lack of meaningful character progression in this. It feels like Cesar never changes over the entire film's runtime no matter what he goes through, and this is a major contributing factor to the film's conclusion feeling so hollow and unearned. I know, I know, this isn't the kind of film I should try and apply storytelling logic to, but I feel like I would have enjoyed it more on the whole if it leaned into the abstract entirely and didn't even bother with a narrative. Ultimately however, it's not about what I want, and I'm glad we got to see an old man's completely uncompromised and kooky vision unfold on the big screen. Every possible opinion on this film is indeed correct; there's enough brilliance and utter dogshit to swing the pendulum in either direction. Aubrey Plaza MVP, I legit didn't know she had that performance in her."
Cinderella II: Dreams Come True,2.5,Was disappointed to find out that Lucifer was not canonically dead after his fall at the end of the first movie
Punch-Drunk Love,5,"Was gonna rewatch this at the end of the Sandler marathon but I kinda couldn't wait. I have not been able to stop thinking about this one. Real life-affirming shit. Uncut Gems has 'bumpable up to 10 on rewatch' potential so there's still a race for Sandler's best movie. But I don't know, I think it's kinda decided already"
Colossal,3.5,Was not expecting to be intimidated by Jason Sudeikis of all people today
Fate/Apocrypha,2.5,Was torn between a 5 and a 6 but the mere existence of Jack the Ripper drags this down to a 5. Needed more Shakespeare.
Twisted: The Untold Story of a Royal Vizier,5,"Was working on a video on this when it finally hit me
This is one of the best musicals I've ever seen in my life lol"
Batman,3,Wasn't sure why Jack Nicholson got top billing in this movie until I watched it and realized Joker was the main character
The Guardians of the Galaxy Holiday Special,4,Watch Kevin Bacon be crucial to the plot of Volume 3
Away,3,"Watch out Phil Nibbelink, there's a new animator who made an entire film by himself in town
Didn't grip me the whole time but I appreciate the look, feel, and overall ambition!"
Saving Private Ryan,5,Watched at a Midas auto repair shop (it was playing on the TV at full volume)
Whisper of the Heart,5,"Watched it again, this time with the original Japanese audio.
I don't think it's the best Ghibli film, but it's absolutely my favorite. I feel like I've been waiting for a movie like this all my life."
Mickey’s Rival,,Watched it for Mortimer (ha cha cha)
Morbius,5,Watched the first 10 minutes of this and decided it was all I needed to see.
Mad Max: Fury Road,5,"Watched this for the first time in years, completely forgot that one of Joe's henchmen just looks like The Penguin"
